原文,译文
「私に対しては構わないが、聖教会では気をつけた方がいい」,
【ルキウス】,
「あれで、内部はなかなか難しいところだ」,
【カイム】,
「青白い顔の連中が集まって、一日中祈りを捧げているだけのところだ」,
【カイム】,
「心配するほどのことはない」,
【ルキウス】,
「君の剣技が優れていることは知っている」,
【ルキウス】,
「だが、彼らには彼らなりの苦労や戦いがある」,
【ルキウス】,
「よく見ておくと、何か得るところがあるかもしれない」,
妙な説教をされた。,
聞き流しておこう。,
【ルキウス】,
「特別被災地区と違い、君の力が及ばないことも多いだろう」,
【ルキウス】,
「もし何か困ったことがあったら相談に乗ろう」,
頼んでいないにもかかわらず、ルキウス卿は連絡の付け方を教えてきた。,
ここから少し行ったところに小さな酒場があるという。,
そこの店主に合い言葉を言えば、繋ぎを取ってくれるらしい。,
【カイム】,
「随分と親切だな。見返りは何もないぞ」,
【ルキウス】,
「聖女様は、我ら貴族にとっても心の拠り所だ」,
【ルキウス】,
「昨今の地震で不安を感じている貴族も多い」,
【ルキウス】,
「だが、そうした貴族たちも聖女様のお言葉一つで救われる」,
つまりは、聖女と繋ぎを作っておきたいということか。,
散歩の目的は、どうやらこの話だったらしい。,
【カイム】,
「気が向いたら連絡する」,
【ルキウス】,
「ああ、そうしてくれ」,
嫌味のない笑顔を見せ、ルキウス卿はシスティナと共に去っていった。,
大聖堂が夕焼けに染まっている。,
ルキウス卿の散歩に付き合ったせいで、牢獄から戻ってきた頃には日が暮れていた。,
【カイム】,
「……というわけで、しばらく大聖堂に泊まることになった」,
正確には聖殿に泊まるのだが、ジークに細かい説明をしても意味がない。,
一般の人間には、上層にある聖教会の本部はまとめて大聖堂として認識されているからだ。,
【ジーク】,
「いい仕事にありつけたみたいだな」,
【カイム】,
「張り合いはないがな」,
【カイム】,
「こっちは大丈夫か？」,
【ジーク】,
「ベルナドが死んでから、不蝕金鎖に入りたいって奴が毎日俺のところに来る」,
【ジーク】,
「<ふうしょう>風錆|の残党はまだそれなりにいるようだが、組織の体は成していない」,
【ジーク】,
「潰れるのも時間の問題だ」,
【カイム】,
「過激な連中もまだ残ってるだろう。気をつけろよ」,
【ジーク】,
「なに、仲間が増え過ぎて持て余しているくらいだ」,
【ジーク】,
「手数では負けんさ」,
俺が心配するまでもなさそうだ。,
【ジーク】,
「それよりカイム、エリスにも会ってやれよ」,
【ジーク】,
「女達の治療で、ちょうど下に来てるぞ」,
ジークがにやりと笑う。,
【カイム】,
「それこそ、いらない心配だ」,
【エリス】,
「カイム」,
ロビーでは、エリスが治療道具を片づていた。,
【カイム】,
「これからしばらく、大聖堂で暮らすことにした」,
【エリス】,
「悪趣味ね」,
【エリス】,
「小動物はどうするの？」,
【カイム】,
「俺と一緒だ」,
【エリス】,
「気に入らない」,
【カイム】,
「別に、気に入ってもらわなくて結構だ」,
【カイム】,
「とにかく、聖女さんが<とうりゅう>逗留|をお望みでな」,
【エリス】,
「私も行ってみたいかも」,
【カイム】,
「一応仕事だ、邪魔しに来るな」,
【エリス】,
「ずるい」,
【カイム】,
「お前、そんなに信心深い方じゃないだろう」,
【エリス】,
「でも、一度くらい聖女様と話してみたいし」,
エリスと聖女か。,
【カイム】,
「やめておけ、お前とは水が合わん」,
【エリス】,
「仲良くお茶飲みたいわけじゃない」,
【エリス】,
「最近地震が多いから、一言いいたいだけ」,
面倒な状況しか想像できない。,
【カイム】,
「いいから牢獄で大人しくしてろ」,
【エリス】,
「でも、カイムのこと心配だし」,
嘘くさいことを言う。,
どうせ、俺の近くにいる女の程度を確かめたいだけだ。,
【カイム】,
「来るなよ、わかったか？」,
【エリス】,
「うん、任せて」,
絶対にわかっていない返事だった。,
エリスのことだ、駄目だと言っても来るときは来るだろう。,
いざ大聖堂に来た時に混乱が起きないよう、ナダルには話を通しておくか。,
ともかくも、すぐさまついて来られることだけは回避し、俺は大聖堂に戻った。,
【聖職者】,
「……あの話、どう思う」,
橋を越えて門まで来ると、囁き声が聞こえた。,
痩せぎすの男と背の低い男、二人の聖職者が門の陰で何か話をしている。,
長年の癖で、それとなく聞き耳を立てた。,
【背の低い聖職者】,
「あの話、というのは天使様の御子様のことか？」,
【痩せぎすの聖職者】,
「それ以外に何がある」,
【背の低い聖職者】,
「聖女様が仰るのだから、お言葉のまま信じるより他ないだろう」,
【痩せぎすの聖職者】,
「しかし、ナダル様も信用なさっていないようだぞ」,
【背の低い聖職者】,
「邪推をするな」,
【痩せぎすの聖職者】,
「盲信すれば良いものではない。真実は自分の心で養うものだろう」,
【痩せぎすの聖職者】,
「あの男の目を見たか？」,
【痩せぎすの聖職者】,
「あれは獣の目だ、裏で良からぬことをしているに違いない」,
苦笑する。,
世慣れしていないように見えて、なかなか鋭い奴もいるじゃないか。,
【カイム】,
「面白そうな話をしているな。俺も混ぜてくれ」,
【背の低い聖職者】,
「……こ、これは……カイム様！」,
【痩せぎすの聖職者】,
「お戻りでしたかっ」,
気まずそうに目を伏せる聖職者たち。,
【カイム】,
「通っていいな？」,
【背の低い聖職者】,
「もちろんでございます。お帰りなさいませ、カイム様」,
恭しく頭を下げる。,
聖職者から様付けで礼をされるとは、俺も偉くなったものだ。,
【ナダル】,
「これはカイム様。お戻りですか」,
【カイム】,
「ああ」,
ほぼ無表情のナダルの顔には、微かに迷惑そうな気配が覗いていた。,
どうやら、歓迎はされていないらしい。,
【ナダル】,
「時にカイム様、いつまでこちらに<とうりゅう>逗留|されることになったのですか」,
【カイム】,
「聖女さんからは何も聞いていないのか？」,
【ナダル】,
「ラヴィリアには、常に報告するよう申しつけているのですが」,
【ナダル】,
「聖女様曰く、我々には話せぬとのことで」,
【ナダル】,
「カイム様からお聞かせいただけると嬉しいのですが」,
